name;avg_price;cuisine_features;telephone;address;location;opinions;ratings;comments_count;                 features;schedule;appetizing_dishes;restaurant_features;similar_restaurants;web_site
Campanile Alcala;;;tel:+34918025612;C. Fausto Elhuyar, 3, Alcala de Henares;C. Fausto Elhuyar, 3, Alcala de Henares, Comunidad de Madrid, España;{"estupenda ubicaci\u00f3n": "excellent", "desayuno": "good", "almuerzo": "good", "gran servicio": "good", "cenas": "disgusting", "pescado": "excellent", "laing": "excellent", "completo": "excellent", "tapas": "excellent", "beicon": "good", "anchoa": "good", "carne": "normal"};{"Google": "4.0/5", "Facebook": "1/5", "Trip": "4.7/5"};{"Google": "871", "Facebook": "1", "Trip": "3"};Reserva;;pescado, laing, arroz, la salsa, atún, tapas, beicon, carne, cerdo, rape, bollos, jamón, yogur;estupenda ubicación, desayuno, almuerzo, gran servicio, cenas, comida para llevar, pedir comida a domicilio, personal amable, ambiente acogedor, carta de vinos;MESON CORDOBES, Burger King, Pinky Restaurant, Bar La Mezquita;
Cafetería del Rectorado;Rango de precios por persona hasta 9 €;;tel:+34918798723;Colegio de San Ildefonso, Plaza de San Diego, Alcala de Henares;Colegio de San Ildefonso, Plaza de San Diego, Alcala de Henares, Comunidad de Madrid, España;{"asientos al aire libre": "excellent", "caf\u00e9": "excellent"};{"Google": "4.7/5", "Facebook": "Sin valorar a\u00fan"};{"Google": "31", "Facebook": 0};No hay entrega, Para llevar;{"Lunes": "08:00-19:00", "Martes": "09:00-20:30", "Mi\u00e9rcoles": "09:00-20:30", "Jueves": "09:00-20:30", "Viernes": "09:00-20:30", "S\u00e1bado": "09:00-20:30", "Domingo": "Cerrado"};laing, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos, marisco, jamón, jamón;comida para llevar, asientos al aire libre, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Café de Libreros, Dulcinea, Repostería Paraninfo, San Diego Coffee Co. Bedel;
Carmen Lounge Cafe;;;tel:+34690616620;P.º del Val, 12, local 6, Alcala de Henares;P.º del Val, 12, local 6, Alcala de Henares, Comunidad de Madrid, España;{"laing": "good", "tapas": "excellent", "caipiri\u00f1as": "excellent", "batidos de frutas": "excellent", "mojitos": "excellent", "zumo": "excellent"};{"Google": "4.4/5", "Facebook": "Sin valorar a\u00fan"};{"Google": "55", "Facebook": 0};Tarjetas de crédito aceptadas, Asientos al aire libre, Reserva;{"Lunes": "17:00-01:00", "Martes": "17:00-01:00", "Mi\u00e9rcoles": "17:00-01:00", "Jueves": "17:00-01:00", "Viernes": "17:00-01:00", "S\u00e1bado": "17:00-01:00", "Domingo": "17:00-01:00"};laing, tapas, mojitos, carne, pescado, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;El Rinconcito de Bombón, Bar Avenida, Nebraska Bar81, El Ruedo;
Mesón Del Monte;Rango de precios por persona 9 €-22 €;;tel:+34918801414;Calle Campo Real, 7, Entrada por calle Loeches, Alcala de Henares;Calle Campo Real, 7, Entrada por calle Loeches, Alcala de Henares, Comunidad de Madrid, España;{"comida para llevar": "excellent", "cenas": "excellent", "pescado": "excellent", "rape": "excellent", "guiso": "excellent", "patatas": "excellent", "filete de ternera": "good", "carne de vaca": "good", "lasa\u00f1a": "good", "filetes": "good", "filete": "good", "arroz": "good"};{"Foursquare": "Sin valorar a\u00fan", "Google": "4.1/5", "Facebook": "5/5", "Trip": "Sin valorar a\u00fan"};{"Foursquare": 0, "Google": "320", "Facebook": "9", "Trip": 0};Tarjetas de crédito aceptadas, Asientos al aire libre, Para llevar, Reserva;{"Lunes": "09:00-17:00", "Martes": "09:00-00:00", "Mi\u00e9rcoles": "09:00-00:00", "Jueves": "09:00-00:00", "Viernes": "09:00-00:00", "S\u00e1bado": "09:00-00:00", "Domingo": "09:00-00:00"};pescado, rape, guiso, patatas, carne de vaca, lasaña, filetes, arroz, carne, laing, marisco, queso, carne-de-sol, gambas, langostinos tigre, tapas;comida para llevar, pedir comida a domicilio, cenas, estupenda ubicación, desayuno, personal amable, gran servicio, ambiente acogedor, almuerzo, carta de vinos;Delicias Comida Casera, El Barrigon, Restaurant Acasa Alcala, Bar Restaurante Andaluz;http://mesondelmonte.com
Cafe Bar Flores;Rango de precios por persona hasta 9 €;;tel:+34610106351;C. de la Coruña, 3, Alcala de Henares;C. de la Coruña, 3, Alcala de Henares, Comunidad de Madrid, España;{"estupenda ubicaci\u00f3n": "excellent", "tapas": "excellent", "aves de corral": "excellent", "pollo": "excellent", "laing": "excellent", "s\u00e1ndwiches": "excellent", "torreznos": "excellent", "patatas": "excellent", "pollo al ajillo": "excellent", "aperitivos": "excellent", "alitas de pollo": "excellent"};{"Foursquare": "Sin valorar a\u00fan", "Google": "4.5/5", "Facebook": "Sin valorar a\u00fan"};{"Foursquare": "2", "Google": "90", "Facebook": 0};Solamente efectivo, Sin asientos al aire libre;{"Lunes": "Cerrado", "Martes": "09:00-00:00", "Mi\u00e9rcoles": "09:00-00:00", "Jueves": "09:00-00:00", "Viernes": "09:00-00:00", "S\u00e1bado": "09:00-00:00", "Domingo": "09:00-00:00"};tapas, aves de corral, pollo, laing, sándwiches, torreznos, patatas, pollo al ajillo, aperitivos, alitas de pollo, garbanzos, carne, marisco, conejo, conejo, guiso, ostras, mejillones, migas, la salsa;estupenda ubicación, comida para llevar, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Tupamaro, El Rinconcito de Bombón, Indalo Lope de Figueroa, Bar Avenida;
Domino's Pizza;Rango de precios por persona hasta 9 €;Pizza;tel:+34918784478;Av. de los Jesuitas, 78, Alcala de Henares;Av. de los Jesuitas, 78, Alcala de Henares, Comunidad de Madrid, España;{"cenas": "good", "estupenda ubicaci\u00f3n": "bad", "pizza": "normal", "pizza sin gluten": "excellent", "pescado": "good", "rape": "good", "pizza pides": "good", "pan de pizza": "normal", "ma\u00edz": "normal", "pollo": "normal", "aves de corral": "normal", "pollo empanado": "normal"};{"Google": "3.6/5"};{"Foursquare": "2", "Google": "704"};Tarjetas de crédito aceptadas, Sin asientos al aire libre, Entrega, Para llevar;{"Lunes": "13:00-00:00", "Martes": "13:00-00:00", "Mi\u00e9rcoles": "13:00-00:00", "Jueves": "13:00-00:00", "Viernes": "13:00-00:30", "S\u00e1bado": "13:00-00:30", "Domingo": "13:00-00:00"};pizza, pizza sin gluten, pasteles, pescado, rape, maíz, pollo, aves de corral, carne, la salsa, venado, empanadas, laing, queso;comida para llevar, pedir comida a domicilio, cenas, estupenda ubicación, desayuno, personal amable, gran servicio, ambiente acogedor, almuerzo, carta de vinos;pizzeria dino, Papa John's Pizza, Pizzeria Carlos, Restaurante La Tagliatella | Alcalá Magna, Alcalá de Henares;https://www.dominospizza.es/
Café Michael;Rango de precios por persona hasta 9 €;Americana;tel:+34918814782;C. Río Salado, 3, Alcala de Henares;C. Río Salado, 3, Alcala de Henares, Comunidad de Madrid, España;{"hamburguesas americanas": "excellent", "s\u00e1ndwiches": "excellent", "laing": "excellent", "pescado": "excellent", "rape": "excellent", "carne": "excellent", "s\u00e1ndwiches club": "excellent", "frita": "good", "pizza pides": "good", "cerdo": "normal"};{"Google": "4.4/5"};{"Google": "150"};No hay entrega, Para llevar;{"Lunes": "Cerrado", "Martes": "12:00-16:00, 20:00-23:00", "Mi\u00e9rcoles": "12:00-16:00, 20:00-23:00", "Jueves": "12:00-16:00, 20:00-23:00", "Viernes": "12:00-16:00, 20:00-23:00", "S\u00e1bado": "12:00-16:00, 20:00-23:00", "Domingo": "12:00-16:00, 20:00-23:00"};hamburguesas americanas, sándwiches, laing, pescado, rape, carne, sándwiches club, cerdo, beicon, carne de vaca, patatas, filetes, ensaladilla olivier, ensaladas, tartar, hamburguesas completas;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Ki-Jote, Bar Pastrana, Ébano Gastro Experience, Vaoke Gastro Bar;
Nebraska Bar81;Rango de precios por persona hasta 9 €;;tel:+34649126837;Calle Azucena, 5, Alcala de Henares;Calle Azucena, 5, Alcala de Henares, Comunidad de Madrid, España;{"desayuno": "excellent", "pescado": "excellent", "laing": "excellent", "tortitas de pan": "excellent", "tortillas": "excellent", "rape": "excellent", "aperitivos": "excellent", "pinchos": "excellent", "tostada": "excellent", "cerveza": "excellent", "zumo": "excellent"};{"Google": "4.5/5"};{"Google": "83"};No hay entrega, Para llevar;{"Lunes": "07:30-21:00", "Martes": "07:30-21:00", "Mi\u00e9rcoles": "07:30-21:00", "Jueves": "07:30-21:00", "Viernes": "07:30-22:00", "S\u00e1bado": "08:00-16:00", "Domingo": "Cerrado"};pescado, laing, tortillas, rape, aperitivos, pinchos, carne, tapas, patatas, cerdo, queso, sopa, empanadas, aves de corral;comida para llevar, desayuno, estupenda ubicación, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Cafetería BBTotra, Tyche, Pub Body, El Ruedo;
Asador El rincon del Pollo;Rango de precios por persona hasta 9 €;Comida Rápida;tel:+34918024902;Av. Benito Pérez Galdós, 12, Alcala de Henares;Av. Benito Pérez Galdós, 12, Alcala de Henares, Comunidad de Madrid, España;{"comida para llevar": "excellent", "gran servicio": "excellent", "aves de corral": "excellent", "laing": "good", "patatas": "good", "pollo asado": "good", "asado de pollo": "good", "asado": "good", "rape": "excellent", "pescado": "excellent", "carne": "excellent", "pollo": "excellent"};{"Google": "4.4/5", "Facebook": "Sin valorar a\u00fan"};{"Google": "141", "Facebook": 0};No hay entrega, Para llevar;{"Lunes": "09:30-15:30", "Martes": "09:30-15:30", "Mi\u00e9rcoles": "09:30-15:30", "Jueves": "09:30-15:30", "Viernes": "09:30-15:30", "S\u00e1bado": "09:30-15:30", "Domingo": "09:30-15:30"};aves de corral, laing, patatas, pollo asado, asado de pollo, asado, rape, pescado, carne, pollo, pollo al ajillo, ensaladas, cordero, cerdo, marisco, la salsa, lasaña, pulpo, helados, helado, patatas fritas, caldo, cocido, sopa, caracoles;comida para llevar, gran servicio, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, cenas, ambiente acogedor, almuerzo, carta de vinos;Foster's Hollywood Atenea, Burger King, King Doner Kebab, Telepizza;
SONO Alcala;Rango de precios por persona 9 €-22 €;;tel:+34685743841;Calle Santiago, 4, Alcala de Henares;Calle Santiago, 4, Alcala de Henares, Comunidad de Madrid, España;{"estupenda ubicaci\u00f3n": "excellent", "men\u00fa infantil": "excellent", "asientos al aire libre": "excellent", "cenas": "empty", "arroz": "excellent", "arroz con leche": "excellent", "laing": "good", "pescado": "good", "rape": "good", "tapas": "normal", "marisco": "empty", "pulpo": "empty", "torrijas": "excellent", "flan": "excellent"};{"Google": "3.5/5", "Facebook": "5/5"};{"Google": "71", "Facebook": "14"};No hay entrega, Para llevar;{"Lunes": "09:00-18:00", "Martes": "09:00-18:00", "Mi\u00e9rcoles": "09:00-18:00", "Jueves": "09:00-18:00", "Viernes": "09:00-23:00", "S\u00e1bado": "11:00-23:00", "Domingo": "11:00-20:00"};arroz, torrijas, flan, leche flan, laing, pescado, rape, tiramisú, tapas, marisco, pulpo, carne, patatas;comida para llevar, estupenda ubicación, menú infantil, asientos al aire libre, cenas, desayuno, pedir comida a domicilio, personal amable, gran servicio, ambiente acogedor, almuerzo, carta de vinos;El brasero de Rusty, RESTAURANTE SONO COOK&WINE, Pizza Grill, Bar Elena Vermuteria;
La Gola;Rango de precios por persona 9 €-22 €;Mediterránea, Española, Opciones vegetarianas;tel:+34911378951;C/ Juan Ramón Jiménez s/n, Alcala de Henares;C/ Juan Ramón Jiménez s/n, Alcala de Henares, Comunidad de Madrid, España, 28805;{};{"Foursquare": "Sin valorar a\u00fan", "Facebook": "3,4/5", "Trip": "4.7/5"};{"Foursquare": "1", "Facebook": "5", "Trip": "23"};Para llevar;{"Lunes": "08:00-16:30", "Martes": "08:00-00:00", "Mi\u00e9rcoles": "08:00-00:00", "Jueves": "08:00-00:00", "Viernes": "08:00-00:00", "S\u00e1bado": "10:00-00:00", "Domingo": "10:00-16:00"};flan, pasta, helados, hummus, helado, tarta de queso, carne de vaca, entrecote, carne, queso, filetes, pescado, sopa, bacalao, la salsa, créme brûlée, pollo, marisco, tempura, sándwiches;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Bar Cafetería Staff, Antanis, La Cocina De Inma, Buen sabor;
Cafetería Hellin;Rango de precios por persona hasta 9 €;;tel:+34918029580;C. José Martinez Ruiz Azorín, 47, Alcala de Henares;C. José Martinez Ruiz Azorín, 47, Alcala de Henares, Comunidad de Madrid, España;{"desayuno": "bad", "conejo": "excellent", "pinchos": "excellent", "patatas": "excellent", "carne": "good", "tapas": "good", "cerdo": "normal", "jam\u00f3n": "normal", "tostada": "normal"};{"Yelp": "Sin valorar a\u00fan", "Google": "4.4/5", "Facebook": "Sin valorar a\u00fan", "Trip": "Sin valorar a\u00fan"};{"Yelp": 0, "Google": "137", "Facebook": 0, "Trip": 0};Entrega, Asientos al aire libre, Para llevar;{"Lunes": "Cerrado", "Martes": "06:00-22:30", "Mi\u00e9rcoles": "06:00-22:30", "Jueves": "06:00-22:30", "Viernes": "06:00-23:30", "S\u00e1bado": "07:00-23:30", "Domingo": "07:00-23:30"};conejo, pinchos, patatas, conejo, carne, tapas, cerdo, jamón, aperitivos, laing, pescado, rape;comida para llevar, pedir comida a domicilio, desayuno, estupenda ubicación, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Delicias Comida Casera, El Chato y La Caña, Unión, Bar Arriaza;
Fogones Alcala;;;tel:+34665980981;C/Juan De Oro N 2, Alcala de Henares;C/Juan De Oro N 2, Alcala de Henares, Comunidad de Madrid, España;{"tapas": "excellent", "rape": "bad", "pescado": "bad", "laing": "bad", "arroz": "excellent", "caf\u00e9": "bad"};{"Google": "4.3/5", "Facebook": "Sin valorar a\u00fan"};{"Google": "75", "Facebook": 0};No hay entrega, Asientos al aire libre, Para llevar;{"Lunes": "06:30-21:00", "Martes": "06:30-21:00", "Mi\u00e9rcoles": "06:30-21:00", "Jueves": "06:30-21:00", "Viernes": "06:30-21:00", "S\u00e1bado": "09:00-14:00", "Domingo": "Cerrado"};tapas, rape, pescado, laing, arroz, carne, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;El Rincón del Gallego, La Eskina, Aires Criollos Parrilla, Restaurant Acasa Alcala;https://los-fogones-de-alcala.negocio.site/
McDonald´s;Rango de precios por persona hasta 9 €;Comida Rápida, Americana;tel:+34918834211;nº, Plaza de Cervantes, 17, Alcala de Henares;nº, Plaza de Cervantes, 17, Alcala de Henares, Comunidad de Madrid, España;{"rape": "good", "pescado": "good", "macarrones": "normal", "pavo": "excellent", "sopa": "good", "hamburguesas completas": "normal", "hamburguesas americanas": "normal", "queso": "good", "patatas fritas": "good", "patatas": "normal"};{"Google": "3.5/5", "Facebook": "3,9/5", "Trip": "4.7/5"};{"Foursquare": "11", "Google": "2077", "Facebook": "11", "Trip": "9"};Wifi, Tarjetas de crédito aceptadas, Entrega, Para llevar;{"Lunes": "12:00-00:00", "Martes": "12:00-00:00", "Mi\u00e9rcoles": "12:00-00:00", "Jueves": "12:00-00:00", "Viernes": "12:00-00:00", "S\u00e1bado": "12:00-00:00", "Domingo": "12:00-00:00"};rape, pescado, macarrones, pavo, sopa, helados, helado, hamburguesas completas, hamburguesas americanas, queso, patatas fritas, patatas, venado, cerdo, beicon, carne, pollo, hamburguesa doble, tarta de queso;comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Restaurante Oh la La, Qué Aproveche, Tari Kebab, Rodilla;https://www.mcdonalds-mcdelivery.es/mc-delivery/home
Nuevo Arlanza Taperia;Rango de precios por persona hasta 9 €;Española;tel:+34912655945;Calle Río Arlanza, 28, Alcala de Henares;Calle Río Arlanza, 28, Alcala de Henares, Comunidad de Madrid, España;{"desayuno": "excellent", "laing": "good", "croquetas": "good", "tapas": "excellent", "cerveza": "good", "licor": "excellent", "cordial": "excellent", "vino": "good"};{"Google": "4.3/5", "Facebook": "4,2/5"};{"Google": "225", "Facebook": "3"};No hay entrega, Asientos al aire libre, Para llevar;{"Lunes": "08:00-23:00", "Martes": "08:00-23:00", "Mi\u00e9rcoles": "08:00-23:00", "Jueves": "08:00-23:00", "Viernes": "08:00-23:00", "S\u00e1bado": "08:00-23:00", "Domingo": "08:00-23:00"};laing, croquetas, tapas, carne, pescado, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa, aperitivos;comida para llevar, desayuno, estupenda ubicación, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;RefugiO PatagoniA, Nuevo restaurante casalar, Café Bar Guiñol, BrasBeer;
El Chato y La Caña;Rango de precios por persona hasta 9 €;Bar de Vinos;tel:+34635762467;Calle Mateo de Torres, 10, Alcala de Henares;Calle Mateo de Torres, 10, Alcala de Henares, Comunidad de Madrid, España;{"carta de vinos": "excellent", "laing": "excellent", "aperitivos": "excellent", "tapas": "good", "pizza pides": "excellent", "vino": "excellent", "licor": "excellent", "cordial": "excellent", "cerveza": "excellent"};{"Google": "4.5/5"};{"Google": "69"};;{"Lunes": "11:00-00:00", "Martes": "11:00-00:00", "Mi\u00e9rcoles": "11:00-00:00", "Jueves": "11:00-00:00", "Viernes": "11:00-00:00", "S\u00e1bado": "11:00-00:00", "Domingo": "11:00-00:00"};laing, aperitivos, tapas, carne, pescado, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa;carta de vinos, comida para llevar, estupenda ubicación, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo;Vinoteca Esencias del Gourmet, Tempranillo, Vermuteria La Musa restaurant, La Tomasa;https://el-chato-y-la-cana.negocio.site/
Tyche;Rango de precios por persona hasta 9 €;;tel:+34675988927;C. Nebrija, 3, Alcala de Henares;C. Nebrija, 3, Alcala de Henares, Comunidad de Madrid, España;{"estupenda ubicaci\u00f3n": "excellent", "laing": "excellent", "aperitivos": "excellent", "la bandera": "good", "ginebra": "excellent", "mojitos": "excellent", "t\u00f3nica": "excellent", "caf\u00e9": "excellent"};{"Google": "4.4/5", "Facebook": "5/5"};{"Google": "119", "Facebook": "9"};No hay entrega, Asientos al aire libre, Reserva;{"Lunes": "Cerrado", "Martes": "09:00-23:00", "Mi\u00e9rcoles": "09:00-23:00", "Jueves": "09:00-23:00", "Viernes": "09:00-23:00", "S\u00e1bado": "12:00-23:00", "Domingo": "12:00-23:00"};laing, aperitivos, mojitos, carne, pescado, tapas, rape, patatas, cerdo, queso, sopa, empanadas, aves de corral, pollo, la salsa;estupenda ubicación, comida para llevar, desayuno, pedir comida a domicilio, personal amable, gran servicio, cenas, ambiente acogedor, almuerzo, carta de vinos;Cafetería BBTotra, Mi Niña Lola, Nebraska Bar81, Pub Body;
